TaxName	species	Abundance_per_rank_RawFile	SampleCategory	RawFile
Prevotella saccharolytica	633701	20.0	Healthy	Healthy-E07
Bacteroides pyogenes	310300	20.0	Healthy	Healthy-E07
Prevotella baroniae	305719	20.0	Healthy	Healthy-E07
Actinomyces timonensis	1288391	20.0	Healthy	Healthy-E07
Prevotella multisaccharivorax	310514	20.0	Healthy	Healthy-E07
Mycoplasma mycoides	2102	20.0	Healthy	Healthy-E07
Rothia mucilaginosa	43675	1255.44287	Healthy	Healthy-E08
Prevotella histicola	470565	674.7886	Healthy	Healthy-E08
Haemophilus parainfluenzae	729	662.43177	Healthy	Healthy-E08
Veillonella atypica	39777	555.40141	Healthy	Healthy-E08
Prevotella melaninogenica	28132	493.48494	Healthy	Healthy-E08
Streptococcus salivarius	1304	488.50574	Healthy	Healthy-E08
Veillonella dispar	39778	399.05683	Healthy	Healthy-E08
Prevotella pallens	60133	362.24779	Healthy	Healthy-E08
Prevotella sp. oral taxon 473	712469	343.88493	Healthy	Healthy-E08
Streptococcus parasanguinis	1318	314.68313	Healthy	Healthy-E08
Stomatobaculum longum	796942	305.58797	Healthy	Healthy-E08
Neisseria mucosa	488	283.2213	Healthy	Healthy-E08
Streptococcus mitis	28037	277.59609	Healthy	Healthy-E08
Actinomyces graevenitzii	55565	252.62122	Healthy	Healthy-E08
Veillonella sp. oral taxon 158	671228	232.23306	Healthy	Healthy-E08
Leptotrichia wadei	157687	203.04958	Healthy	Healthy-E08
Porphyromonas sp. oral taxon 279	712438	184.26948	Healthy	Healthy-E08
Fusobacterium periodonticum	860	180.0	Healthy	Healthy-E08
Leptotrichia sp. oral taxon 215	712359	163.56445	Healthy	Healthy-E08
Actinomyces sp. oral taxon 172	712118	160.0	Healthy	Healthy-E08
Streptococcus infantis	68892	148.02835	Healthy	Healthy-E08
Gemella sanguinis	84135	147.52514	Healthy	Healthy-E08
Oribacterium sinus	237576	128.64168	Healthy	Healthy-E08
candidate division TM7 single-cell isolate TM7a	447454	120.84036	Healthy	Healthy-E08
Corynebacterium matruchotii	43768	100.0	Healthy	Healthy-E08
Actinomyces odontolyticus	1660	87.04229	Healthy	Healthy-E08
Megasphaera micronuciformis	187326	85.72093	Healthy	Healthy-E08
Neisseria subflava	28449	80.0	Healthy	Healthy-E08
Lachnospiraceae bacterium oral taxon 082	712976	80.0	Healthy	Healthy-E08
Leptotrichia shahii	157691	80.0	Healthy	Healthy-E08
Selenomonas sp. oral taxon 149	712535	64.24791	Healthy	Healthy-E08
Fusobacterium nucleatum	851	60.0	Healthy	Healthy-E08
Peptostreptococcus stomatis	341694	60.0	Healthy	Healthy-E08
Tannerella sp. oral taxon BU063	712710	60.0	Healthy	Healthy-E08
Prevotella scopos	589437	47.62042	Healthy	Healthy-E08
Leptotrichia buccalis	40542	45.23191	Healthy	Healthy-E08
Streptococcus australis	113107	44.84869	Healthy	Healthy-E08
Polynucleobacter necessarius	576610	42.75661	Healthy	Healthy-E08
Atopobium parvulum	1382	40.65524	Healthy	Healthy-E08
Porphyromonas gingivalis	837	40.0	Healthy	Healthy-E08
Gemella haemolysans	1379	40.0	Healthy	Healthy-E08
Granulicatella adiacens	46124	40.0	Healthy	Healthy-E08
Selenomonas sputigena	69823	40.0	Healthy	Healthy-E08
Prevotella buccalis	28127	40.0	Healthy	Healthy-E08
Lachnoanaerobaculum saburreum	467210	40.0	Healthy	Healthy-E08
Mycoplasma salivarium	2124	26.0125	Healthy	Healthy-E08
Prevotella sp. oral taxon 299	652716	24.41292	Healthy	Healthy-E08
Streptococcus oligofermentans	195041	24.0846	Healthy	Healthy-E08
Abiotrophia defectiva	46125	23.35726	Healthy	Healthy-E08
Prevotella veroralis	28137	21.42037	Healthy	Healthy-E08
Neisseria meningitidis	487	20.0	Healthy	Healthy-E08
Streptococcus gordonii	1302	20.0	Healthy	Healthy-E08
Veillonella parvula	29466	20.0	Healthy	Healthy-E08
Filifactor alocis	143361	20.0	Healthy	Healthy-E08
Campylobacter concisus	199	20.0	Healthy	Healthy-E08
Selenomonas flueggei	135080	20.0	Healthy	Healthy-E08
Alloprevotella tannerae	76122	20.0	Healthy	Healthy-E08
Leptotrichia goodfellowii	157692	20.0	Healthy	Healthy-E08
Prevotella oris	28135	20.0	Healthy	Healthy-E08
Actinomyces sp. oral taxon 180	651609	20.0	Healthy	Healthy-E08
Prevotella salivae	228604	20.0	Healthy	Healthy-E08
Streptococcus cristatus	45634	20.0	Healthy	Healthy-E08
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Healthy	Healthy-E08
Capnocytophaga sp. oral taxon 329	706435	20.0	Healthy	Healthy-E08
Prevotella nigrescens	28133	20.0	Healthy	Healthy-E08
Aggregatibacter aphrophilus	732	20.0	Healthy	Healthy-E08
Alloprevotella rava	671218	20.0	Healthy	Healthy-E08
Fusobacterium sp. oral taxon 370	712288	20.0	Healthy	Healthy-E08
Prevotella sp. oral taxon 306	712461	20.0	Healthy	Healthy-E08
Actinomyces massiliensis	461393	20.0	Healthy	Healthy-E08
Selenomonas sp. oral taxon 138	712532	20.0	Healthy	Healthy-E08
Prevotella saccharolytica	633701	20.0	Healthy	Healthy-E08
Bacteroides pyogenes	310300	20.0	Healthy	Healthy-E08
Prevotella baroniae	305719	20.0	Healthy	Healthy-E08
Actinomyces timonensis	1288391	20.0	Healthy	Healthy-E08
Prevotella multisaccharivorax	310514	20.0	Healthy	Healthy-E08
Mycoplasma mycoides	2102	20.0	Healthy	Healthy-E08
Rothia mucilaginosa	43675	1364.62067	Healthy	Healthy-E09
Prevotella histicola	470565	730.8881	Healthy	Healthy-E09
Veillonella atypica	39777	645.17285	Healthy	Healthy-E09
Haemophilus parainfluenzae	729	637.12999	Healthy	Healthy-E09
Streptococcus salivarius	1304	542.62715	Healthy	Healthy-E09
Prevotella melaninogenica	28132	522.72231	Healthy	Healthy-E09
Veillonella dispar	39778	452.85807	Healthy	Healthy-E09
Prevotella sp. oral taxon 473	712469	399.39401	Healthy	Healthy-E09
Prevotella pallens	60133	379.08838	Healthy	Healthy-E09
Streptococcus parasanguinis	1318	338.09581	Healthy	Healthy-E09
Stomatobaculum longum	796942	325.53262	Healthy	Healthy-E09
Streptococcus mitis	28037	303.47681	Healthy	Healthy-E09
Neisseria mucosa	488	282.36897	Healthy	Healthy-E09
Actinomyces graevenitzii	55565	275.90053	Healthy	Healthy-E09
Veillonella sp. oral taxon 158	671228	252.84252	Healthy	Healthy-E09
Leptotrichia wadei	157687	216.78306	Healthy	Healthy-E09
Porphyromonas sp. oral taxon 279	712438	188.54265	Healthy	Healthy-E09
Fusobacterium periodonticum	860	180.63596	Healthy	Healthy-E09
Actinomyces sp. oral taxon 172	712118	176.81495	Healthy	Healthy-E09
Leptotrichia sp. oral taxon 215	712359	160.0	Healthy	Healthy-E09
Streptococcus infantis	68892	158.64149	Healthy	Healthy-E09
Gemella sanguinis	84135	148.45681	Healthy	Healthy-E09
candidate division TM7 single-cell isolate TM7a	447454	133.45625	Healthy	Healthy-E09
Oribacterium sinus	237576	122.98053	Healthy	Healthy-E09
Megasphaera micronuciformis	187326	101.39987	Healthy	Healthy-E09
Corynebacterium matruchotii	43768	100.0	Healthy	Healthy-E09
Lachnospiraceae bacterium oral taxon 082	712976	99.38196	Healthy	Healthy-E09
Actinomyces odontolyticus	1660	97.76805	Healthy	Healthy-E09
Leptotrichia shahii	157691	84.2132	Healthy	Healthy-E09
Neisseria subflava	28449	80.0	Healthy	Healthy-E09
Selenomonas sp. oral taxon 149	712535	69.33038	Healthy	Healthy-E09
Fusobacterium nucleatum	851	63.74899	Healthy	Healthy-E09
Peptostreptococcus stomatis	341694	62.09192	Healthy	Healthy-E09
Tannerella sp. oral taxon BU063	712710	60.0	Healthy	Healthy-E09
Prevotella scopos	589437	51.57022	Healthy	Healthy-E09
Streptococcus australis	113107	48.58378	Healthy	Healthy-E09
Selenomonas sputigena	69823	46.2491	Healthy	Healthy-E09
Leptotrichia buccalis	40542	45.97451	Healthy	Healthy-E09
Atopobium parvulum	1382	45.41399	Healthy	Healthy-E09
Prevotella buccalis	28127	45.37045	Healthy	Healthy-E09
Polynucleobacter necessarius	576610	44.53892	Healthy	Healthy-E09
Granulicatella adiacens	46124	44.41075	Healthy	Healthy-E09
Gemella haemolysans	1379	42.58921	Healthy	Healthy-E09
Porphyromonas gingivalis	837	40.0	Healthy	Healthy-E09
Lachnoanaerobaculum saburreum	467210	40.0	Healthy	Healthy-E09
Mycoplasma salivarium	2124	29.10283	Healthy	Healthy-E09
Prevotella sp. oral taxon 299	652716	28.13993	Healthy	Healthy-E09
Selenomonas flueggei	135080	26.40061	Healthy	Healthy-E09
Streptococcus oligofermentans	195041	26.16277	Healthy	Healthy-E09
Streptococcus gordonii	1302	25.19581	Healthy	Healthy-E09
Prevotella saccharolytica	633701	25.02377	Healthy	Healthy-E09
Prevotella multisaccharivorax	310514	24.72996	Healthy	Healthy-E09
Streptococcus cristatus	45634	24.55563	Healthy	Healthy-E09
Prevotella sp. oral taxon 306	712461	24.4777	Healthy	Healthy-E09
Abiotrophia defectiva	46125	24.45461	Healthy	Healthy-E09
Prevotella veroralis	28137	24.11348	Healthy	Healthy-E09
Veillonella parvula	29466	23.47603	Healthy	Healthy-E09
Prevotella oris	28135	23.12944	Healthy	Healthy-E09
Lachnospiraceae bacterium oral taxon 500	712991	23.03488	Healthy	Healthy-E09
Prevotella salivae	228604	22.48089	Healthy	Healthy-E09
Actinomyces sp. oral taxon 180	651609	21.51646	Healthy	Healthy-E09
Neisseria meningitidis	487	20.0	Healthy	Healthy-E09
Filifactor alocis	143361	20.0	Healthy	Healthy-E09
Campylobacter concisus	199	20.0	Healthy	Healthy-E09
Alloprevotella tannerae	76122	20.0	Healthy	Healthy-E09
Leptotrichia goodfellowii	157692	20.0	Healthy	Healthy-E09
Capnocytophaga sp. oral taxon 329	706435	20.0	Healthy	Healthy-E09
Prevotella nigrescens	28133	20.0	Healthy	Healthy-E09
Aggregatibacter aphrophilus	732	20.0	Healthy	Healthy-E09
Alloprevotella rava	671218	20.0	Healthy	Healthy-E09
Fusobacterium sp. oral taxon 370	712288	20.0	Healthy	Healthy-E09
Actinomyces massiliensis	461393	20.0	Healthy	Healthy-E09
Selenomonas sp. oral taxon 138	712532	20.0	Healthy	Healthy-E09
Bacteroides pyogenes	310300	20.0	Healthy	Healthy-E09
Prevotella baroniae	305719	20.0	Healthy	Healthy-E09
Actinomyces timonensis	1288391	20.0	Healthy	Healthy-E09
Mycoplasma mycoides	2102	20.0	Healthy	Healthy-E09
Rothia mucilaginosa	43675	1216.77538	Healthy	Healthy-E10
Prevotella histicola	470565	714.68221	Healthy	Healthy-E10
Haemophilus parainfluenzae	729	638.06012	Healthy	Healthy-E10
Veillonella atypica	39777	568.80861	Healthy	Healthy-E10
Prevotella melaninogenica	28132	508.27649	Healthy	Healthy-E10
Streptococcus salivarius	1304	492.71511	Healthy	Healthy-E10
Veillonella dispar	39778	407.64021	Healthy	Healthy-E10
Prevotella pallens	60133	369.33892	Healthy	Healthy-E10
Prevotella sp. oral taxon 473	712469	363.4842	Healthy	Healthy-E10
Streptococcus parasanguinis	1318	324.34511	Healthy	Healthy-E10
Stomatobaculum longum	796942	320.29022	Healthy	Healthy-E10
Streptococcus mitis	28037	298.91613	Healthy	Healthy-E10
Neisseria mucosa	488	290.4236	Healthy	Healthy-E10
Veillonella sp. oral taxon 158	671228	243.28146	Healthy	Healthy-E10
Actinomyces graevenitzii	55565	243.07014	Healthy	Healthy-E10
Leptotrichia wadei	157687	223.15673	Healthy	Healthy-E10
Fusobacterium periodonticum	860	193.53026	Healthy	Healthy-E10
Porphyromonas sp. oral taxon 279	712438	193.44483	Healthy	Healthy-E10
Actinomyces sp. oral taxon 172	712118	170.57826	Healthy	Healthy-E10
Leptotrichia sp. oral taxon 215	712359	160.55217	Healthy	Healthy-E10
Streptococcus infantis	68892	151.72242	Healthy	Healthy-E10
Gemella sanguinis	84135	148.50468	Healthy	Healthy-E10
Oribacterium sinus	237576	131.51764	Healthy	Healthy-E10
candidate division TM7 single-cell isolate TM7a	447454	130.11961	Healthy	Healthy-E10
Corynebacterium matruchotii	43768	100.0	Healthy	Healthy-E10
Actinomyces odontolyticus	1660	91.77487	Healthy	Healthy-E10
Neisseria subflava	28449	84.4069	Healthy	Healthy-E10
Lachnospiraceae bacterium oral taxon 082	712976	84.279	Healthy	Healthy-E10
Leptotrichia shahii	157691	84.23926	Healthy	Healthy-E10
Megasphaera micronuciformis	187326	84.06948	Healthy	Healthy-E10
Selenomonas sp. oral taxon 149	712535	70.99726	Healthy	Healthy-E10
Fusobacterium nucleatum	851	64.62865	Healthy	Healthy-E10
Peptostreptococcus stomatis	341694	60.0	Healthy	Healthy-E10
Tannerella sp. oral taxon BU063	712710	60.0	Healthy	Healthy-E10
Prevotella scopos	589437	49.05656	Healthy	Healthy-E10
Leptotrichia buccalis	40542	46.84562	Healthy	Healthy-E10
Selenomonas sputigena	69823	46.38711	Healthy	Healthy-E10
Granulicatella adiacens	46124	44.86993	Healthy	Healthy-E10
Gemella haemolysans	1379	44.76165	Healthy	Healthy-E10
Polynucleobacter necessarius	576610	43.16432	Healthy	Healthy-E10
Prevotella buccalis	28127	42.75628	Healthy	Healthy-E10
Streptococcus australis	113107	41.67117	Healthy	Healthy-E10
Porphyromonas gingivalis	837	40.0	Healthy	Healthy-E10
Atopobium parvulum	1382	40.0	Healthy	Healthy-E10
Lachnoanaerobaculum saburreum	467210	40.0	Healthy	Healthy-E10
Selenomonas flueggei	135080	27.05545	Healthy	Healthy-E10
Mycoplasma salivarium	2124	26.98523	Healthy	Healthy-E10
Prevotella sp. oral taxon 299	652716	26.74568	Healthy	Healthy-E10
Prevotella sp. oral taxon 306	712461	24.72806	Healthy	Healthy-E10
Prevotella saccharolytica	633701	24.4558	Healthy	Healthy-E10
Streptococcus oligofermentans	195041	24.16173	Healthy	Healthy-E10
Abiotrophia defectiva	46125	24.0917	Healthy	Healthy-E10
Prevotella veroralis	28137	23.16152	Healthy	Healthy-E10
Prevotella multisaccharivorax	310514	22.98818	Healthy	Healthy-E10
Prevotella salivae	228604	22.79746	Healthy	Healthy-E10
Streptococcus gordonii	1302	22.77156	Healthy	Healthy-E10
Bacteroides pyogenes	310300	22.59756	Healthy	Healthy-E10
Streptococcus cristatus	45634	22.18029	Healthy	Healthy-E10
Alloprevotella tannerae	76122	21.91925	Healthy	Healthy-E10
Leptotrichia goodfellowii	157692	20.36858	Healthy	Healthy-E10
Neisseria meningitidis	487	20.0	Healthy	Healthy-E10
Veillonella parvula	29466	20.0	Healthy	Healthy-E10
Filifactor alocis	143361	20.0	Healthy	Healthy-E10
Campylobacter concisus	199	20.0	Healthy	Healthy-E10
Prevotella oris	28135	20.0	Healthy	Healthy-E10
Actinomyces sp. oral taxon 180	651609	20.0	Healthy	Healthy-E10
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Healthy	Healthy-E10
Capnocytophaga sp. oral taxon 329	706435	20.0	Healthy	Healthy-E10
Prevotella nigrescens	28133	20.0	Healthy	Healthy-E10
Aggregatibacter aphrophilus	732	20.0	Healthy	Healthy-E10
Alloprevotella rava	671218	20.0	Healthy	Healthy-E10
Fusobacterium sp. oral taxon 370	712288	20.0	Healthy	Healthy-E10
Actinomyces massiliensis	461393	20.0	Healthy	Healthy-E10
Selenomonas sp. oral taxon 138	712532	20.0	Healthy	Healthy-E10
Prevotella baroniae	305719	20.0	Healthy	Healthy-E10
Actinomyces timonensis	1288391	20.0	Healthy	Healthy-E10
Mycoplasma mycoides	2102	20.0	Healthy	Healthy-E10
Rothia mucilaginosa	43675	1338.83335	Perio	Perio-E03
Prevotella histicola	470565	683.91076	Perio	Perio-E03
Haemophilus parainfluenzae	729	665.31409	Perio	Perio-E03
Veillonella atypica	39777	555.92099	Perio	Perio-E03
Prevotella melaninogenica	28132	499.1674	Perio	Perio-E03
Streptococcus salivarius	1304	496.46791	Perio	Perio-E03
Veillonella dispar	39778	407.47767	Perio	Perio-E03
Prevotella pallens	60133	378.87433	Perio	Perio-E03
Prevotella sp. oral taxon 473	712469	350.53167	Perio	Perio-E03
Streptococcus parasanguinis	1318	326.96568	Perio	Perio-E03
Stomatobaculum longum	796942	314.00707	Perio	Perio-E03
Neisseria mucosa	488	294.87563	Perio	Perio-E03
Streptococcus mitis	28037	274.96902	Perio	Perio-E03
Veillonella sp. oral taxon 158	671228	255.5627	Perio	Perio-E03
Actinomyces graevenitzii	55565	242.65887	Perio	Perio-E03
Leptotrichia wadei	157687	211.80185	Perio	Perio-E03
Porphyromonas sp. oral taxon 279	712438	205.72579	Perio	Perio-E03
Fusobacterium periodonticum	860	200.16481	Perio	Perio-E03
Actinomyces sp. oral taxon 172	712118	169.57099	Perio	Perio-E03
Leptotrichia sp. oral taxon 215	712359	169.15305	Perio	Perio-E03
Gemella sanguinis	84135	164.69203	Perio	Perio-E03
Streptococcus infantis	68892	157.83684	Perio	Perio-E03
Oribacterium sinus	237576	130.82074	Perio	Perio-E03
candidate division TM7 single-cell isolate TM7a	447454	130.01151	Perio	Perio-E03
Corynebacterium matruchotii	43768	104.43269	Perio	Perio-E03
Neisseria subflava	28449	99.08364	Perio	Perio-E03
Actinomyces odontolyticus	1660	89.92942	Perio	Perio-E03
Leptotrichia shahii	157691	86.77076	Perio	Perio-E03
Lachnospiraceae bacterium oral taxon 082	712976	84.87423	Perio	Perio-E03
Megasphaera micronuciformis	187326	80.0	Perio	Perio-E03
Fusobacterium nucleatum	851	72.257	Perio	Perio-E03
Tannerella sp. oral taxon BU063	712710	69.91956	Perio	Perio-E03
Selenomonas sp. oral taxon 149	712535	65.29805	Perio	Perio-E03
Peptostreptococcus stomatis	341694	63.08897	Perio	Perio-E03
Leptotrichia buccalis	40542	50.34678	Perio	Perio-E03
Lachnoanaerobaculum saburreum	467210	48.65046	Perio	Perio-E03
Prevotella scopos	589437	47.82214	Perio	Perio-E03
Selenomonas sputigena	69823	46.89888	Perio	Perio-E03
Streptococcus australis	113107	45.51651	Perio	Perio-E03
Prevotella buccalis	28127	42.53947	Perio	Perio-E03
Porphyromonas gingivalis	837	40.0	Perio	Perio-E03
Atopobium parvulum	1382	40.0	Perio	Perio-E03
Gemella haemolysans	1379	40.0	Perio	Perio-E03
Granulicatella adiacens	46124	40.0	Perio	Perio-E03
Polynucleobacter necessarius	576610	40.0	Perio	Perio-E03
Prevotella sp. oral taxon 299	652716	26.1977	Perio	Perio-E03
Streptococcus oligofermentans	195041	25.68087	Perio	Perio-E03
Mycoplasma salivarium	2124	24.51787	Perio	Perio-E03
Streptococcus cristatus	45634	24.22961	Perio	Perio-E03
Bacteroides pyogenes	310300	23.28141	Perio	Perio-E03
Selenomonas flueggei	135080	23.27373	Perio	Perio-E03
Prevotella saccharolytica	633701	22.96128	Perio	Perio-E03
Prevotella veroralis	28137	21.99244	Perio	Perio-E03
Actinomyces sp. oral taxon 180	651609	21.90136	Perio	Perio-E03
Filifactor alocis	143361	21.38305	Perio	Perio-E03
Campylobacter concisus	199	20.48833	Perio	Perio-E03
Neisseria meningitidis	487	20.0	Perio	Perio-E03
Streptococcus gordonii	1302	20.0	Perio	Perio-E03
Veillonella parvula	29466	20.0	Perio	Perio-E03
Abiotrophia defectiva	46125	20.0	Perio	Perio-E03
Alloprevotella tannerae	76122	20.0	Perio	Perio-E03
Leptotrichia goodfellowii	157692	20.0	Perio	Perio-E03
Prevotella oris	28135	20.0	Perio	Perio-E03
Prevotella salivae	228604	20.0	Perio	Perio-E03
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Perio	Perio-E03
Capnocytophaga sp. oral taxon 329	706435	20.0	Perio	Perio-E03
Prevotella nigrescens	28133	20.0	Perio	Perio-E03
Aggregatibacter aphrophilus	732	20.0	Perio	Perio-E03
Alloprevotella rava	671218	20.0	Perio	Perio-E03
Fusobacterium sp. oral taxon 370	712288	20.0	Perio	Perio-E03
Prevotella sp. oral taxon 306	712461	20.0	Perio	Perio-E03
Actinomyces massiliensis	461393	20.0	Perio	Perio-E03
Selenomonas sp. oral taxon 138	712532	20.0	Perio	Perio-E03
Prevotella baroniae	305719	20.0	Perio	Perio-E03
Actinomyces timonensis	1288391	20.0	Perio	Perio-E03
Prevotella multisaccharivorax	310514	20.0	Perio	Perio-E03
Mycoplasma mycoides	2102	20.0	Perio	Perio-E03
Rothia mucilaginosa	43675	1289.21129	Perio	Perio-E04
Prevotella histicola	470565	716.60367	Perio	Perio-E04
Haemophilus parainfluenzae	729	645.64577	Perio	Perio-E04
Veillonella atypica	39777	570.0264	Perio	Perio-E04
Prevotella melaninogenica	28132	513.88633	Perio	Perio-E04
Streptococcus salivarius	1304	503.94924	Perio	Perio-E04
Veillonella dispar	39778	413.41299	Perio	Perio-E04
Prevotella pallens	60133	398.80872	Perio	Perio-E04
Prevotella sp. oral taxon 473	712469	357.48923	Perio	Perio-E04
Stomatobaculum longum	796942	343.35007	Perio	Perio-E04
Streptococcus parasanguinis	1318	315.02913	Perio	Perio-E04
Neisseria mucosa	488	301.18634	Perio	Perio-E04
Actinomyces graevenitzii	55565	276.71946	Perio	Perio-E04
Streptococcus mitis	28037	269.78053	Perio	Perio-E04
Leptotrichia wadei	157687	258.44466	Perio	Perio-E04
Veillonella sp. oral taxon 158	671228	257.48286	Perio	Perio-E04
Fusobacterium periodonticum	860	207.8363	Perio	Perio-E04
Porphyromonas sp. oral taxon 279	712438	195.13503	Perio	Perio-E04
Actinomyces sp. oral taxon 172	712118	169.84117	Perio	Perio-E04
Leptotrichia sp. oral taxon 215	712359	167.03446	Perio	Perio-E04
candidate division TM7 single-cell isolate TM7a	447454	153.5514	Perio	Perio-E04
Gemella sanguinis	84135	147.17451	Perio	Perio-E04
Streptococcus infantis	68892	140.0	Perio	Perio-E04
Oribacterium sinus	237576	130.30738	Perio	Perio-E04
Corynebacterium matruchotii	43768	109.04445	Perio	Perio-E04
Leptotrichia shahii	157691	108.24358	Perio	Perio-E04
Neisseria subflava	28449	99.14779	Perio	Perio-E04
Lachnospiraceae bacterium oral taxon 082	712976	94.67488	Perio	Perio-E04
Actinomyces odontolyticus	1660	89.0991	Perio	Perio-E04
Megasphaera micronuciformis	187326	88.33797	Perio	Perio-E04
Selenomonas sp. oral taxon 149	712535	71.02892	Perio	Perio-E04
Fusobacterium nucleatum	851	70.60903	Perio	Perio-E04
Tannerella sp. oral taxon BU063	712710	64.70645	Perio	Perio-E04
Peptostreptococcus stomatis	341694	62.18134	Perio	Perio-E04
Leptotrichia buccalis	40542	50.07555	Perio	Perio-E04
Prevotella scopos	589437	48.8684	Perio	Perio-E04
Selenomonas sputigena	69823	47.41136	Perio	Perio-E04
Streptococcus australis	113107	44.24874	Perio	Perio-E04
Gemella haemolysans	1379	43.52964	Perio	Perio-E04
Granulicatella adiacens	46124	42.75875	Perio	Perio-E04
Porphyromonas gingivalis	837	40.0	Perio	Perio-E04
Atopobium parvulum	1382	40.0	Perio	Perio-E04
Prevotella buccalis	28127	40.0	Perio	Perio-E04
Lachnoanaerobaculum saburreum	467210	40.0	Perio	Perio-E04
Polynucleobacter necessarius	576610	40.0	Perio	Perio-E04
Selenomonas flueggei	135080	27.86682	Perio	Perio-E04
Prevotella sp. oral taxon 299	652716	27.3328	Perio	Perio-E04
Mycoplasma salivarium	2124	26.38993	Perio	Perio-E04
Fusobacterium sp. oral taxon 370	712288	24.70654	Perio	Perio-E04
Actinomyces timonensis	1288391	24.65097	Perio	Perio-E04
Prevotella nigrescens	28133	24.038	Perio	Perio-E04
Prevotella saccharolytica	633701	23.69885	Perio	Perio-E04
Prevotella sp. oral taxon 306	712461	23.56111	Perio	Perio-E04
Streptococcus oligofermentans	195041	23.5212	Perio	Perio-E04
Mycoplasma mycoides	2102	23.51882	Perio	Perio-E04
Prevotella baroniae	305719	22.79123	Perio	Perio-E04
Actinomyces sp. oral taxon 180	651609	22.71099	Perio	Perio-E04
Campylobacter concisus	199	22.36192	Perio	Perio-E04
Neisseria meningitidis	487	20.0	Perio	Perio-E04
Streptococcus gordonii	1302	20.0	Perio	Perio-E04
Veillonella parvula	29466	20.0	Perio	Perio-E04
Filifactor alocis	143361	20.0	Perio	Perio-E04
Abiotrophia defectiva	46125	20.0	Perio	Perio-E04
Prevotella veroralis	28137	20.0	Perio	Perio-E04
Alloprevotella tannerae	76122	20.0	Perio	Perio-E04
Leptotrichia goodfellowii	157692	20.0	Perio	Perio-E04
Prevotella oris	28135	20.0	Perio	Perio-E04
Prevotella salivae	228604	20.0	Perio	Perio-E04
Streptococcus cristatus	45634	20.0	Perio	Perio-E04
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Perio	Perio-E04
Capnocytophaga sp. oral taxon 329	706435	20.0	Perio	Perio-E04
Aggregatibacter aphrophilus	732	20.0	Perio	Perio-E04
Alloprevotella rava	671218	20.0	Perio	Perio-E04
Actinomyces massiliensis	461393	20.0	Perio	Perio-E04
Selenomonas sp. oral taxon 138	712532	20.0	Perio	Perio-E04
Bacteroides pyogenes	310300	20.0	Perio	Perio-E04
Prevotella multisaccharivorax	310514	20.0	Perio	Perio-E04
Rothia mucilaginosa	43675	1222.4546	Perio	Perio-E05
Prevotella histicola	470565	668.40778	Perio	Perio-E05
Haemophilus parainfluenzae	729	620.06602	Perio	Perio-E05
Veillonella atypica	39777	536.4975	Perio	Perio-E05
Prevotella melaninogenica	28132	503.24894	Perio	Perio-E05
Streptococcus salivarius	1304	488.44029	Perio	Perio-E05
Prevotella pallens	60133	376.02317	Perio	Perio-E05
Veillonella dispar	39778	366.56517	Perio	Perio-E05
Prevotella sp. oral taxon 473	712469	354.13956	Perio	Perio-E05
Streptococcus parasanguinis	1318	315.78188	Perio	Perio-E05
Stomatobaculum longum	796942	311.45057	Perio	Perio-E05
Neisseria mucosa	488	303.50448	Perio	Perio-E05
Streptococcus mitis	28037	280.98067	Perio	Perio-E05
Actinomyces graevenitzii	55565	253.50547	Perio	Perio-E05
Veillonella sp. oral taxon 158	671228	238.38292	Perio	Perio-E05
Leptotrichia wadei	157687	238.14088	Perio	Perio-E05
Fusobacterium periodonticum	860	221.1508	Perio	Perio-E05
Porphyromonas sp. oral taxon 279	712438	182.81509	Perio	Perio-E05
Leptotrichia sp. oral taxon 215	712359	179.82926	Perio	Perio-E05
Actinomyces sp. oral taxon 172	712118	162.90302	Perio	Perio-E05
Gemella sanguinis	84135	144.60454	Perio	Perio-E05
Streptococcus infantis	68892	144.44623	Perio	Perio-E05
candidate division TM7 single-cell isolate TM7a	447454	131.97884	Perio	Perio-E05
Oribacterium sinus	237576	123.48761	Perio	Perio-E05
Corynebacterium matruchotii	43768	121.72567	Perio	Perio-E05
Neisseria subflava	28449	93.11092	Perio	Perio-E05
Leptotrichia shahii	157691	93.06359	Perio	Perio-E05
Actinomyces odontolyticus	1660	86.36218	Perio	Perio-E05
Lachnospiraceae bacterium oral taxon 082	712976	86.18087	Perio	Perio-E05
Megasphaera micronuciformis	187326	85.34744	Perio	Perio-E05
Fusobacterium nucleatum	851	75.5981	Perio	Perio-E05
Tannerella sp. oral taxon BU063	712710	72.6532	Perio	Perio-E05
Selenomonas sp. oral taxon 149	712535	69.11489	Perio	Perio-E05
Peptostreptococcus stomatis	341694	62.13017	Perio	Perio-E05
Selenomonas sputigena	69823	48.46211	Perio	Perio-E05
Porphyromonas gingivalis	837	48.0077	Perio	Perio-E05
Prevotella scopos	589437	47.48461	Perio	Perio-E05
Leptotrichia buccalis	40542	47.45079	Perio	Perio-E05
Lachnoanaerobaculum saburreum	467210	45.0451	Perio	Perio-E05
Prevotella buccalis	28127	44.09899	Perio	Perio-E05
Granulicatella adiacens	46124	42.43681	Perio	Perio-E05
